@RELATION output4

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 {0.0,1.0}

@DATA
-0.357022,-1.39185,1.0
-0.092808,0.892562,0.0
0.826665,0.598397,0.0
-1.497497,-0.584709,1.0
0.017514,-1.17723,1.0
-0.750222,0.385864,0.0
0.007896,1.375742,1.0
-0.946619,-0.66725,1.0
0.022287,1.144216,1.0
-1.231109,0.48576,1.0
-0.165662,1.21413,1.0
0.962921,-0.216276,1.0
-0.254515,-1.326615,1.0
-0.396325,-1.366289,1.0
-0.903816,1.435279,1.0
0.37229,-1.243007,1.0
-0.328581,-1.229035,1.0
0.859577,-1.286213,1.0
0.660209,-0.35442,0.0
0.031741,-1.087173,1.0
-0.511606,0.090079,0.0
0.94787,0.546447,0.0
-1.306649,-0.113265,1.0
-0.291849,0.98654,0.0
-0.027859,1.406173,1.0
0.512302,-1.332802,1.0
0.700695,-0.102718,0.0
-0.421765,1.458164,1.0
-1.393491,1.37931,1.0
0.153935,0.233141,0.0
0.503189,1.189884,0.0
1.008424,0.851071,0.0
-0.56875,1.248389,1.0
0.569283,-1.329423,1.0
0.728458,-0.582781,1.0
-0.412639,1.408194,1.0
-1.008838,-0.249623,1.0
0.899109,0.154855,0.0
0.70435,-1.101743,1.0
-1.28604,0.649831,1.0
-0.461414,-1.237257,1.0
-0.168166,-0.450072,0.0
-0.464349,1.278156,1.0
-1.339761,-0.43792,1.0
-0.561476,-1.08626,1.0
-0.266527,1.431778,1.0
-0.750014,-0.009535,0.0
-1.1201,0.205918,1.0
0.188488,0.787901,0.0
-0.174775,0.02894,0.0
-0.932635,-0.886242,1.0
0.391241,1.112885,0.0
1.021787,-0.316231,1.0
-0.820823,-0.237029,0.0
0.129926,-0.836897,0.0
-0.281219,-0.311243,0.0
1.302349,0.071988,1.0
0.42228,0.288023,0.0
0.026003,-0.519527,0.0
0.373115,0.331531,0.0
0.611363,1.340073,1.0
0.962403,-0.694252,1.0
0.091381,-1.123212,1.0
-0.642355,1.134025,0.0
0.925811,0.704899,0.0
0.212803,-1.345938,1.0
-0.238334,0.292319,0.0
0.335997,0.932307,0.0
-1.264836,0.120244,1.0
-0.02952,-0.017015,0.0
-0.179393,0.74976,0.0
0.275993,-1.402689,1.0
-1.083532,-1.284528,1.0
-0.346239,0.872849,0.0
0.80536,0.240053,0.0
0.758248,1.213548,1.0
0.963503,0.755625,0.0
0.236497,0.945201,0.0
0.501677,-0.427948,0.0
1.113779,-0.727309,1.0
1.285402,-0.216656,1.0
1.171296,0.61628,1.0
-1.436194,1.255346,1.0
0.013283,0.854626,0.0
1.253351,-0.307026,1.0
1.143779,-0.878588,1.0
-0.153806,1.351211,1.0
1.441989,-1.206043,1.0
-1.100157,0.210589,1.0
-0.930098,-1.010344,1.0
-0.730968,0.869486,0.0
-0.170086,-0.67587,0.0
-1.039191,-1.404268,1.0
-0.61241,-0.358435,0.0
-0.853064,0.996658,0.0
-0.437685,-1.15611,1.0
-0.570302,0.49816,0.0
-0.451509,0.305613,0.0
0.011099,-1.281972,1.0
-1.374801,0.97014,1.0
1.431302,-1.154798,1.0
-0.010439,-0.43104,0.0
1.072133,1.246255,1.0
-0.878009,-1.078341,1.0
0.187769,-1.01337,1.0
-0.592265,1.440751,1.0
0.246222,-0.500025,0.0
0.98388,-0.686172,1.0
-0.548222,0.980942,0.0
-0.791198,1.188856,1.0
1.147713,1.123935,1.0
-1.066422,1.374753,1.0
1.268365,0.960981,1.0
-0.785795,-0.27973,0.0
-0.195551,-0.153734,0.0
0.223198,-0.645347,0.0
0.688918,-0.347353,0.0
-0.018244,0.87679,0.0
-1.45953,1.399699,1.0
-1.449887,-0.963668,1.0
-0.328034,-0.702276,0.0
0.363157,1.105944,0.0
0.03624,0.392355,0.0
1.061753,1.080635,1.0
1.181852,-0.05974,1.0
-0.337468,-0.131171,0.0
1.256489,-1.076935,1.0
0.535589,1.482174,1.0
-0.727876,0.979204,0.0
0.802642,-0.554106,1.0
0.211413,1.439794,1.0
0.064008,-0.933437,1.0
0.820539,0.352803,0.0
0.999165,-0.853769,1.0
0.193948,-1.266288,1.0
0.648977,-1.365192,1.0
-0.500752,-1.419216,1.0
-0.367719,0.192528,0.0
1.2174,0.474342,1.0
-0.331693,-0.494166,0.0
-0.612185,0.918489,0.0
-0.634643,-0.081266,0.0
0.797521,1.431311,1.0
-0.746794,-0.031529,0.0
0.62455,0.067801,0.0
-0.353999,-0.469536,0.0
-0.892496,1.27697,1.0
1.238621,1.45573,1.0
-1.077745,-0.451999,1.0
0.132737,0.140655,0.0
0.666509,1.355539,1.0
1.37135,1.312882,1.0
-1.015473,-0.058461,1.0
0.09925,1.165741,1.0
-0.319816,-0.786559,1.0
-0.537471,1.060192,0.0
-0.399477,0.076041,0.0
1.384363,0.465439,1.0
-1.47967,-1.422547,1.0
1.405354,-0.15477,1.0
-0.002196,1.213837,1.0
1.027725,0.360236,0.0
0.899746,0.483245,0.0
-0.423158,0.82638,0.0
0.911805,-0.554936,1.0
1.278813,-0.280931,1.0
1.015819,0.873488,0.0
-1.328524,0.96289,1.0
0.997743,-1.282102,1.0
0.327995,0.708494,0.0
-0.99818,-1.156049,1.0
-1.421395,0.862686,1.0
0.903418,-0.606517,1.0
-0.329659,-1.379308,1.0
1.308123,-1.207118,1.0
-0.831903,0.52271,0.0
1.407137,-0.233793,1.0
-0.457195,0.46795,0.0
0.042421,-0.585557,0.0
-0.304088,0.512874,0.0
0.948198,1.392737,1.0
-0.702394,-0.399112,0.0
-1.380537,-0.955623,1.0
-1.462827,-0.922086,1.0
1.392447,1.150059,1.0
0.652033,0.555797,0.0
1.132337,0.572473,0.0
1.31471,0.778808,1.0
1.338518,0.811196,1.0
0.681205,-1.390883,1.0
-0.471688,1.134476,0.0
-0.896853,-1.418959,1.0
-0.304478,-1.306869,1.0
0.501344,0.886904,0.0
